time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
1999,-24.94,-74.63,0.00,8.02,-3.77,0.00
2006,-24.50,-68.91,0.00,7.91,-3.75,0.00
2014,-24.50,-63.84,0.00,7.56,-3.72,0.00
2024,-27.06,-60.12,0.00,7.56,-3.29,0.00
2028,-26.94,-57.49,0.00,7.04,-2.56,0.00
2034,-29.00,-55.12,0.00,6.33,-2.42,0.00
2039,-29.00,-52.92,0.00,6.33,-2.75,0.00
2046,-27.75,-50.77,0.00,5.49,-2.92,0.00
2053,-27.75,-48.30,0.00,5.49,-2.85,0.00
2059,-24.94,-45.44,0.00,5.36,-2.68,0.00
2066,-7.44,-37.68,0.00,5.31,-2.55,0.00
2074,-23.44,-26.10,0.00,5.35,-2.48,0.00
2083,-21.81,-21.66,0.00,5.35,-2.44,0.00
2087,-9.50,-24.22,0.00,5.17,-2.43,0.00
2093,-9.50,-26.56,0.00,5.17,-2.47,0.00
2099,17.62,-27.55,0.00,5.45,-2.70,0.00
2107,22.38,-27.77,0.00,5.91,-3.23,0.00
2113,22.38,-27.35,0.00,5.91,-3.76,0.00
2123,46.25,-23.93,0.00,6.53,-4.04,0.00
2128,73.19,-13.78,0.00,2.87,-4.04,0.00
2135,35.69,3.16,0.00,9.67,-3.92,0.00
2139,35.69,21.92,0.00,9.67,-3.98,0.00
2146,-3.06,36.35,0.00,10.88,-3.86,0.00
2152,-3.06,44.82,0.00,10.88,-3.11,0.00
2159,3.94,44.87,0.00,3.15,-2.03,0.00
2166,20.06,33.87,0.00,2.15,-1.09,0.00
2174,20.06,18.88,0.00,2.70,-0.79,0.00
2183,16.56,10.20,0.00,2.70,-1.16,0.00
2187,11.75,11.92,0.00,4.25,-1.72,0.00
2194,11.75,20.19,0.00,4.25,-2.26,0.00
2200,4.81,28.22,0.00,5.80,-2.61,0.00
2206,-12.94,31.87,0.00,3.82,-2.55,0.00
2214,-12.94,30.43,0.00,4.98,-2.26,0.00
2223,-15.81,26.79,0.00,4.98,-2.25,0.00
2229,-22.38,24.04,0.00,4.61,-2.43,0.00
2235,-25.06,22.92,0.00,4.71,-2.31,0.00
2239,-25.06,22.84,0.00,4.71,-1.91,0.00
2246,-22.62,22.99,0.00,4.54,-1.58,0.00
2252,-22.62,23.03,0.00,4.54,-1.47,0.00
2259,-18.81,22.64,0.00,4.45,-1.53,0.00
2266,-21.56,21.54,0.00,4.29,-1.66,0.00
2275,-21.56,20.19,0.00,4.48,-1.68,0.00
2282,-23.56,19.28,0.00,4.48,-1.57,0.00
2287,-20.38,18.63,0.00,4.58,-1.48,0.00
2292,-20.38,17.82,0.00,4.58,-1.49,0.00
2298,-21.56,17.12,0.00,4.58,-1.53,0.00
2305,-21.56,16.85,0.00,4.47,-1.50,0.00
2316,-24.19,17.03,0.00,4.47,-1.44,0.00
2321,-22.25,17.43,0.00,4.17,-1.36,0.00
2326,-24.19,17.70,0.00,4.41,-1.29,0.00
2335,-24.19,17.96,0.00,4.56,-1.25,0.00
2339,-24.44,18.27,0.00,4.56,-1.22,0.00
2348,-24.44,18.44,0.00,4.71,-1.19,0.00
2356,-21.94,18.33,0.00,4.71,-1.18,0.00
2360,-19.62,17.71,0.00,4.39,-1.16,0.00
2369,-20.88,16.81,0.00,4.81,-1.11,0.00
2377,-4.88,14.27,0.00,4.68,-1.06,0.00
2385,-19.19,10.61,0.00,4.68,-1.05,0.00
2391,-17.44,10.03,0.00,4.72,-1.05,0.00
2400,-17.44,12.08,0.00,4.72,-1.00,0.00
2412,-23.44,14.27,0.00,4.76,-0.95,0.00
2420,-20.12,16.40,0.00,4.93,-0.91,0.00
2421,-20.12,17.66,0.00,5.04,-0.83,0.00
2422,-20.06,17.94,0.00,5.04,-0.73,0.00
2432,-20.00,17.92,0.00,4.50,-0.67,0.00
2446,-20.00,17.90,0.00,4.54,-0.74,0.00
2450,-15.12,17.34,0.00,4.54,-0.93,0.00
2451,-15.12,15.80,0.00,4.31,-1.09,0.00
2456,-12.69,13.62,0.00,4.31,-1.14,0.00
2463,-5.00,10.33,0.00,4.47,-1.14,0.00
2480,-5.00,5.98,0.00,4.66,-1.17,0.00
2492,-2.19,2.58,0.00,4.66,-1.22,0.00
2493,-1.06,1.24,0.00,4.69,-1.26,0.00
2498,-0.62,1.19,0.00,4.66,-1.23,0.00
2499,-0.62,1.50,0.00,4.66,-1.19,0.00
2507,0.88,1.85,0.00,4.65,-1.18,0.00
2514,0.56,2.20,0.00,4.64,-1.23,0.00
2517,0.56,2.45,0.00,4.64,-1.28,0.00
2531,-0.12,2.59,0.00,4.45,-1.28,0.00
2533,-0.69,2.68,0.00,4.72,-1.22,0.00
2541,-0.69,2.73,0.00,4.90,-1.14,0.00
2542,-1.25,2.73,0.00,4.90,-1.06,0.00
2547,-1.25,2.73,0.00,4.85,-1.02,0.00
2553,-2.81,2.41,0.00,4.85,-1.04,0.00
2558,-4.38,1.28,0.00,4.80,-1.05,0.00
2566,-5.88,-0.41,0.00,4.73,-1.07,0.00
2575,-5.88,-1.90,0.00,4.73,-1.13,0.00
2578,-7.31,-2.83,0.00,4.74,-1.17,0.00
2586,-7.19,-3.24,0.00,4.91,-1.19,0.00
2592,-7.19,-3.22,0.00,4.91,-1.34,0.00
2598,-6.00,-3.10,0.00,4.34,-1.43,0.00
2608,-7.44,-3.31,0.00,4.60,-1.21,0.00
2612,-7.44,-3.83,0.00,4.60,-0.89,0.00
2618,-4.06,-4.18,0.00,4.75,-0.76,0.00
2628,-2.75,-4.24,0.00,4.78,-0.82,0.00
2635,-2.75,-4.37,0.00,4.58,-0.89,0.00
2639,1.62,-4.80,0.00,4.58,-0.93,0.00
2645,1.62,-5.49,0.00,4.58,-0.98,0.00
2652,1.19,-6.08,0.00,4.46,-1.03,0.00
2658,-1.44,-5.93,0.00,4.73,-1.06,0.00
2666,-1.44,-4.85,0.00,4.61,-1.07,0.00
2675,-0.69,-3.53,0.00,4.61,-1.15,0.00
2679,-0.06,-2.45,0.00,4.65,-1.19,0.00
2687,-1.69,-1.43,0.00,4.81,-1.08,0.00
2692,-1.69,-0.32,0.00,4.81,-0.97,0.00
2698,-0.81,0.71,0.00,4.81,-0.98,0.00
2705,-0.81,1.59,0.00,4.81,-1.12,0.00
2716,-3.38,2.44,0.00,4.83,-1.20,0.00
2718,-5.12,3.74,0.00,4.81,-1.13,0.00
2727,-5.12,5.77,0.00,4.74,-1.06,0.00
2736,-5.12,7.88,0.00,4.74,-1.04,0.00
2741,-5.38,9.28,0.00,4.85,-1.02,0.00
2747,-5.38,9.81,0.00,4.85,-0.99,0.00
2752,-2.75,9.13,0.00,4.47,-0.94,0.00
2758,-0.06,6.54,0.00,4.88,-0.87,0.00
2768,0.81,2.95,0.00,4.66,-0.83,0.00
2776,0.81,0.19,0.00,4.66,-0.89,0.00
2779,1.75,-1.28,0.00,4.76,-0.96,0.00
2787,2.88,-2.21,0.00,4.66,-0.98,0.00
2792,2.88,-3.07,0.00,4.66,-0.98,0.00
2798,6.00,-3.88,0.00,4.76,-1.00,0.00
2806,6.00,-4.70,0.00,4.76,-1.02,0.00
2812,6.12,-5.45,0.00,4.77,-1.01,0.00
2818,6.19,-6.04,0.00,4.68,-0.96,0.00
2829,7.00,-6.68,0.00,4.82,-0.91,0.00
2834,7.00,-7.44,0.00,4.82,-0.87,0.00
2839,8.25,-8.23,0.00,4.83,-0.85,0.00
2845,8.25,-8.97,0.00,4.83,-0.87,0.00
2852,8.44,-9.61,0.00,4.62,-0.92,0.00
2859,7.00,-9.94,0.00,4.71,-0.98,0.00
2866,7.00,-9.70,0.00,4.58,-1.02,0.00
2875,5.56,-8.90,0.00,4.58,-1.06,0.00
2879,3.81,-7.55,0.00,4.62,-1.06,0.00
2888,2.44,-5.79,0.00,4.70,-1.00,0.00
2892,2.44,-4.10,0.00,4.70,-0.91,0.00
2899,3.62,-3.05,0.00,4.75,-0.86,0.00
2905,3.62,-2.78,0.00,4.75,-0.87,0.00
2912,2.88,-2.84,0.00,4.67,-0.89,0.00
2918,2.19,-2.69,0.00,4.51,-0.92,0.00
2932,2.19,-2.27,0.00,4.57,-0.95,0.00
2934,1.69,-1.85,0.00,4.57,-0.91,0.00
2943,0.56,-1.45,0.00,4.67,-0.88,0.00
2946,0.56,-0.93,0.00,4.67,-0.94,0.00
2952,0.88,-0.43,0.00,4.72,-1.00,0.00
2959,0.31,0.01,0.00,4.75,-1.00,0.00
2965,0.31,0.40,0.00,4.75,-0.99,0.00
2972,-0.25,0.69,0.00,4.58,-1.02,0.00
2981,-2.00,1.03,0.00,4.78,-1.03,0.00
2988,-2.19,1.57,0.00,4.61,-1.02,0.00
2994,-2.19,2.18,0.00,4.61,-1.01,0.00
2999,-2.50,2.62,0.00,4.66,-1.00,0.00
3007,-2.50,2.85,0.00,4.66,-0.98,0.00
3012,-3.06,3.05,0.00,4.78,-0.94,0.00
3019,-2.56,3.37,0.00,4.81,-0.93,0.00
3028,-2.56,3.68,0.00,4.67,-0.90,0.00
3033,-3.75,3.85,0.00,4.67,-0.84,0.00
3040,-3.50,3.90,0.00,4.66,-0.81,0.00
3046,-3.50,3.84,0.00,4.66,-0.87,0.00
3054,-3.38,3.78,0.00,5.01,-0.93,0.00
3059,-2.62,3.30,0.00,4.60,-0.96,0.00
3066,-2.62,2.00,0.00,4.60,-1.02,0.00
3073,-1.75,0.54,0.00,4.60,-1.01,0.00
3080,-2.62,-0.29,0.00,4.73,-0.88,0.00
3088,-2.62,-0.41,0.00,4.81,-0.78,0.00
3092,-0.69,-0.25,0.00,4.81,-0.84,0.00
3099,-1.75,-0.25,0.00,4.72,-0.92,0.00
3106,-1.75,-0.38,0.00,4.72,-0.94,0.00
3112,-1.62,-0.39,0.00,4.61,-0.91,0.00
3119,-2.12,-0.13,0.00,4.65,-0.85,0.00
3128,-2.12,0.32,0.00,4.70,-0.80,0.00
3135,-2.00,0.81,0.00,4.70,-0.82,0.00
3140,-2.50,1.36,0.00,4.73,-0.85,0.00
3146,-2.50,1.79,0.00,4.73,-0.83,0.00
3152,-2.50,2.19,0.00,4.86,-0.80,0.00
3161,-2.69,2.79,0.00,4.78,-0.84,0.00
3166,-2.69,3.38,0.00,4.78,-0.87,0.00
3172,-3.19,3.72,0.00,4.80,-0.87,0.00
3180,-3.00,3.92,0.00,4.72,-0.86,0.00
3189,-3.00,4.15,0.00,4.38,-0.81,0.00
3193,-4.12,4.43,0.00,4.38,-0.68,0.00
3199,-1.94,4.88,0.00,4.89,-0.61,0.00
3206,-1.94,5.48,0.00,4.89,-0.72,0.00
3212,-2.25,6.09,0.00,4.58,-0.83,0.00
3220,-1.00,6.89,0.00,4.43,-0.82,0.00
3229,-1.00,7.91,0.00,4.79,-0.75,0.00
3233,2.06,9.14,0.00,4.79,-0.63,0.00
3240,2.56,10.82,0.00,4.74,-0.54,0.00
3246,2.56,12.54,0.00,4.74,-0.55,0.00
3253,4.88,13.95,0.00,4.40,-0.61,0.00
3261,3.19,15.35,0.00,5.32,-0.70,0.00
3266,3.19,16.57,0.00,5.32,-0.84,0.00
3272,5.19,17.53,0.00,4.77,-0.92,0.00
3280,5.88,18.34,0.00,4.74,-0.87,0.00
3289,5.88,18.63,0.00,5.02,-0.73,0.00
3293,10.38,18.66,0.00,5.02,-0.63,0.00
3299,10.38,19.00,0.00,4.93,-0.62,0.00
3306,10.44,19.45,0.00,4.93,-0.66,0.00
3312,8.56,19.69,0.00,5.00,-0.70,0.00
